"STATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN"
"USC00055116","1950-12-01","0.00","0.0","0.0","46","21"
"USC00055116","1950-12-02","0.00","0.0","0.0","61","21"
"USC00055116","1950-12-03","0.00","0.0","0.0","45","13"
"USC00055116","1950-12-04","0.00","0.0","0.0","53","28"
"USC00055116","1950-12-05","0.08","3.0","3.0","56","-1"
"USC00055116","1950-12-06","0.00","0.0","0.0","18","-23"
"USC00055116","1950-12-07","0.00","0.0","0.0","22","-11"
"USC00055116","1950-12-08","0.00","0.0","0.0","47","11"
"USC00055116","1950-12-09","0.00","0.0","0.0","45","22"
"USC00055116","1950-12-10","0.00","0.0","0.0","48","21"
"USC00055116","1950-12-11","0.00","0.0","0.0","61","37"
"USC00055116","1950-12-12","0.00","0.0","0.0","58","34"
"USC00055116","1950-12-13","0.00","0.0","0.0","62","23"
"USC00055116","1950-12-14","0.00","0.0","0.0","49","20"
"USC00055116","1950-12-15","0.00","0.0","0.0","45","20"
"USC00055116","1950-12-16","0.00","0.0","0.0","49","22"
"USC00055116","1950-12-17","0.00","0.0","0.0","57","24"
"USC00055116","1950-12-18","0.00","0.0","0.0","49","19"
"USC00055116","1950-12-19","0.00","0.0","0.0","46","20"
"USC00055116","1950-12-20","0.00","0.0","0.0","45","24"
"USC00055116","1950-12-21","0.00","0.0","0.0","58","19"
"USC00055116","1950-12-22","0.00","0.0","0.0","47","15"
"USC00055116","1950-12-23","0.00","0.0","0.0","60","17"
"USC00055116","1950-12-24","0.00","0.0","0.0","50","21"
"USC00055116","1950-12-25","0.00","0.0","0.0","40","20"
"USC00055116","1950-12-26","0.00","0.0","0.0","66","21"
"USC00055116","1950-12-27","0.00","0.0","0.0","35","23"
"USC00055116","1950-12-28","0.00","0.0","0.0","44","20"
"USC00055116","1950-12-29","0.00","0.0","0.0","45","20"
"USC00055116","1950-12-30","0.00","0.0","0.0","42","10"
"USC00055116","1950-12-31","0.00","0.0","0.0","49","12"
"USC00055116","1951-01-01","0.06","0.0","0.0","52","17"
"USC00055116","1951-01-02","0.00","0.0","0.0","32","-1"
"USC00055116","1951-01-03","0.00","0.0","0.0","38","4"
"USC00055116","1951-01-04","0.00","0.0","0.0","44","20"
"USC00055116","1951-01-05","0.00","0.0","0.0","47","21"
"USC00055116","1951-01-06","0.04","0.0","0.0","37","4"
"USC00055116","1951-01-07","0.00","0.0","0.0","32","4"
"USC00055116","1951-01-08","0.00","0.0","0.0","39","7"
"USC00055116","1951-01-09","0.00","0.0","0.0","49","8"
"USC00055116","1951-01-10","0.00","0.0","0.0","39","8"
"USC00055116","1951-01-11","0.00","0.0","0.0","43","8"
"USC00055116","1951-01-12","0.00","0.0","0.0","42","14"
"USC00055116","1951-01-13","0.00","0.0","0.0","41","9"
"USC00055116","1951-01-14","0.00","0.0","0.0","53","9"
"USC00055116","1951-01-15","0.00","0.0","0.0","54","20"
"USC00055116","1951-01-16","0.00","0.0","0.0","54","33"
"USC00055116","1951-01-17","0.00","0.0","0.0","63","35"
"USC00055116","1951-01-18","0.00","0.0","0.0","52","32"
"USC00055116","1951-01-19","0.00","0.0","0.0","58","21"
"USC00055116","1951-01-20","0.00","0.0","0.0","42","12"
"USC00055116","1951-01-21","0.00","0.0","0.0","45","6"
"USC00055116","1951-01-22","0.00","0.0","0.0","54","29"
"USC00055116","1951-01-23","0.00","0.0","0.0","59","17"
"USC00055116","1951-01-24","0.00","0.0","0.0","45","18"
"USC00055116","1951-01-25","0.00","0.0","0.0","45","16"
"USC00055116","1951-01-26","0.00","0.0","0.0","62","20"
"USC00055116","1951-01-27","0.00","0.0","0.0","61","12"
"USC00055116","1951-01-28","0.00","0.0","0.0","24","-8"
"USC00055116","1951-01-29","0.15","4.5","5.0","3","-11"
"USC00055116","1951-01-30",,,"6.0","0","-10"
"USC00055116","1951-01-31",,,"6.0","14","-7"
"USC00055116","1951-02-01","0.00","0.0","5.0","11","-36"
"USC00055116","1951-02-02","0.00","0.0","5.0","22","-29"
"USC00055116","1951-02-03","0.00","0.0","4.0","46","11"
"USC00055116","1951-02-04","0.00","0.0","1.0","51","19"
"USC00055116","1951-02-05","0.00","0.0","1.0","39","19"
"USC00055116","1951-02-06","0.00","0.0","0.0","51","20"
"USC00055116","1951-02-07","0.00","0.0","0.0","37","21"
"USC00055116","1951-02-08","0.00","0.0","0.0","51","19"
"USC00055116","1951-02-09","0.00","0.0","0.0","61","30"
"USC00055116","1951-02-10","0.00","0.0","0.0","65","30"
"USC00055116","1951-02-11","0.00","0.0","0.0","73","35"
"USC00055116","1951-02-12","0.00","0.0","0.0","70","37"
"USC00055116","1951-02-13","0.38","4.5","5.0","40","12"
"USC00055116","1951-02-14","0.00","0.0","4.0","25","-15"
"USC00055116","1951-02-15","0.00","0.0","2.0","35","-12"
"USC00055116","1951-02-16","0.00","0.0","1.0","45","5"
"USC00055116","1951-02-17","0.00","0.0","1.0","47","8"
"USC00055116","1951-02-18","0.00","0.0","0.0","50","22"
"USC00055116","1951-02-19","0.00","0.0","0.0","51","30"
"USC00055116","1951-02-20","0.00","0.0","0.0","42","21"
"USC00055116","1951-02-21","0.00","0.0","0.0","51","22"
"USC00055116","1951-02-22","0.00","0.0","0.0","55","23"
"USC00055116","1951-02-23","0.00","0.0","0.0","37","28"
"USC00055116","1951-02-24","0.00","0.0","0.0","44","25"
"USC00055116","1951-02-25","0.00","0.0","0.0","56","24"
"USC00055116","1951-02-26","0.00","0.0","0.0","45","18"
"USC00055116","1951-02-27","0.00","0.0","0.0","51","19"
"USC00055116","1951-02-28","0.02","1.0","1.0","55","17"
"USC00055116","1951-03-01","0.00","0.0","0.0","48","16"
"USC00055116","1951-03-02","0.00","0.0","0.0","46","19"
"USC00055116","1951-03-03","0.02","1.0","1.0","33","12"
"USC00055116","1951-03-04","0.00","0.0","0.0","35","13"
"USC00055116","1951-03-05","0.00","0.0","0.0","49","19"
"USC00055116","1951-03-06","0.00","0.0","0.0","60","23"
"USC00055116","1951-03-07","0.00","0.0","0.0","44","20"
"USC00055116","1951-03-08","0.00","0.0","0.0","63","13"
"USC00055116","1951-03-09","0.00","0.0","0.0","42","15"
"USC00055116","1951-03-10","0.00","0.0","0.0","53","17"
"USC00055116","1951-03-11","0.10","3.0","3.0","35","15"
"USC00055116","1951-03-12","0.00","0.0","0.0","31","9"
"USC00055116","1951-03-13","0.00","0.0","0.0","44","16"
"USC00055116","1951-03-14","0.00","0.0","0.0","47","22"
"USC00055116","1951-03-15","0.05","0.0","0.0","53","24"
"USC00055116","1951-03-16","0.00","0.0","0.0","61","30"
"USC00055116","1951-03-17","0.00","0.0","0.0","62","19"
"USC00055116","1951-03-18","0.08","3.0","3.0","37","12"
"USC00055116","1951-03-19","0.00","0.0","0.0","30","14"
"USC00055116","1951-03-20","0.00","0.0","0.0","42","11"
"USC00055116","1951-03-21","0.00","0.0","0.0","41","20"
"USC00055116","1951-03-22","0.00","0.0","0.0","69","28"
"USC00055116","1951-03-23","0.00","0.0","0.0","68","28"
"USC00055116","1951-03-24","0.00","0.0","0.0","54","18"
"USC00055116","1951-03-25","0.00","0.0","0.0","60","21"
"USC00055116","1951-03-26","0.00","0.0","0.0","67","21"
"USC00055116","1951-03-27","0.00","0.0","0.0","72","29"
"USC00055116","1951-03-28","0.32","3.0","3.0","54","19"
"USC00055116","1951-03-29","0.00","0.0","0.0","39","15"
"USC00055116","1951-03-30","0.00","0.0","0.0","45","19"
"USC00055116","1951-03-31","0.05","0.0","0.0","61","27"
"USC00055116","1951-04-01","0.00","0.0","0.0","48","28"
"USC00055116","1951-04-02","0.00","0.0","0.0","48","21"
"USC00055116","1951-04-03","0.00","0.0","0.0","61","23"
"USC00055116","1951-04-04","0.00","0.0","0.0","67","24"
"USC00055116","1951-04-05","0.18","0.0","0.0","59","35"
"USC00055116","1951-04-06","0.10","0.0","0.0","44","37"
"USC00055116","1951-04-07","0.08","0.0","0.0","52","30"
"USC00055116","1951-04-08","0.00","0.0","0.0","46","27"
"USC00055116","1951-04-09","0.00","0.0","0.0","54","27"
"USC00055116","1951-04-10","0.30","4.0","4.0","59","25"
"USC00055116","1951-04-11","0.00","0.0","0.0","36","18"
"USC00055116","1951-04-12","0.00","0.0","0.0","39","21"
"USC00055116","1951-04-13","0.00","0.0","0.0","55","26"
"USC00055116","1951-04-14","0.00","0.0","0.0","74","32"
"USC00055116","1951-04-15","0.16","5.0","3.0","52","22"
"USC00055116","1951-04-16","0.00","0.0","0.0","36","26"
"USC00055116","1951-04-17","0.00","0.0","0.0","57","32"
"USC00055116","1951-04-18","0.00","0.0","0.0","70","39"
"USC00055116","1951-04-19","0.00","0.0","0.0","56","39"
"USC00055116","1951-04-20","0.19","0.0","0.0","71","32"
"USC00055116","1951-04-21","0.02","0.0","0.0","33","27"
"USC00055116","1951-04-22","0.02","0.0","0.0","56","29"
"USC00055116","1951-04-23","0.00","0.0","0.0","61","35"
"USC00055116","1951-04-24","0.00","0.0","0.0","73","42"
"USC00055116","1951-04-25","0.00","0.0","0.0","43","38"
"USC00055116","1951-04-26","0.06","0.0","0.0","50","36"
"USC00055116","1951-04-27","0.00","0.0","0.0","63","41"
"USC00055116","1951-04-28","0.02","0.0","0.0","71","40"
"USC00055116","1951-04-29","0.00","0.0","0.0","77","40"
"USC00055116","1951-04-30","0.00","0.0","0.0","76","39"
"USC00055116","1951-05-01","0.02","0.0","0.0","54","32"
"USC00055116","1951-05-02","0.00","0.0","0.0","58","30"
"USC00055116","1951-05-03","0.00","0.0","0.0","64","31"
"USC00055116","1951-05-04","0.00","0.0","0.0","69","34"
"USC00055116","1951-05-05","0.00","0.0","0.0","74","37"
"USC00055116","1951-05-06","0.00","0.0","0.0","77","36"
"USC00055116","1951-05-07","0.05","0.0","0.0","44","35"
"USC00055116","1951-05-08","0.00","0.0","0.0","63","37"
"USC00055116","1951-05-09","0.10","0.0","0.0","72","35"
"USC00055116","1951-05-10","0.15","0.0","0.0","67","37"
"USC00055116","1951-05-11","0.00","0.0","0.0","69","34"
"USC00055116","1951-05-12","0.00","0.0","0.0","76","43"
"USC00055116","1951-05-13","0.00","0.0","0.0","72","39"
"USC00055116","1951-05-14","0.00","0.0","0.0","67","38"
"USC00055116","1951-05-15","0.31","0.0","0.0","68","47"
"USC00055116","1951-05-16","0.00","0.0","0.0","66","44"
"USC00055116","1951-05-17","0.11","0.0","0.0","66","49"
"USC00055116","1951-05-18","0.25","0.0","0.0","61","42"
"USC00055116","1951-05-19","0.00","0.0","0.0","72","41"
"USC00055116","1951-05-20","0.07","0.0","0.0","75","44"
"USC00055116","1951-05-21","0.60","0.0","0.0","77","48"
"USC00055116","1951-05-22","0.34","0.0","0.0","53","47"
"USC00055116","1951-05-23","0.00","0.0","0.0","65","42"
"USC00055116","1951-05-24","0.00","0.0","0.0","80","46"
"USC00055116","1951-05-25","0.00","0.0","0.0","80","43"
"USC00055116","1951-05-26","0.00","0.0","0.0","83","42"
"USC00055116","1951-05-27","0.00","0.0","0.0","82","45"
"USC00055116","1951-05-28","0.00","0.0","0.0","79","49"
"USC00055116","1951-05-29","0.00","0.0","0.0","91","45"
"USC00055116","1951-05-30","0.01","0.0","0.0","78","47"
"USC00055116","1951-05-31","0.01","0.0","0.0","92","50"
"USC00055116","1951-06-01","0.47","0.0","0.0","71","39"
"USC00055116","1951-06-02","0.11","0.0","0.0","43","32"
"USC00055116","1951-06-03",,"0.0","0.0","43","33"
"USC00055116","1951-06-04",,"0.0","0.0","49","41"
"USC00055116","1951-06-05","0.00","0.0","0.0","69","39"
"USC00055116","1951-06-06","0.02","0.0","0.0","79","42"
"USC00055116","1951-06-07","0.00","0.0","0.0","75","41"
"USC00055116","1951-06-08","0.02","0.0","0.0","82","46"
"USC00055116","1951-06-09","0.00","0.0","0.0","71","48"
"USC00055116","1951-06-10","0.00","0.0","0.0","74","45"
"USC00055116","1951-06-11","0.37","0.0","0.0","67","46"
"USC00055116","1951-06-12","0.20","0.0","0.0","63","39"
"USC00055116","1951-06-13","0.00","0.0","0.0","75","46"
"USC00055116","1951-06-14","0.00","0.0","0.0","73","50"
"USC00055116","1951-06-15","0.00","0.0","0.0","71","43"
"USC00055116","1951-06-16","0.00","0.0","0.0","81","46"
"USC00055116","1951-06-17","0.00","0.0","0.0","85","50"
"USC00055116","1951-06-18","0.00","0.0","0.0","88","53"
"USC00055116","1951-06-19","0.00","0.0","0.0","79","53"
"USC00055116","1951-06-20","0.00","0.0","0.0","78","51"
"USC00055116","1951-06-21","0.08","0.0","0.0","77","51"
"USC00055116","1951-06-22","0.01","0.0","0.0","77","49"
"USC00055116","1951-06-23","0.00","0.0","0.0","72","50"
"USC00055116","1951-06-24","0.00","0.0","0.0","76","46"
"USC00055116","1951-06-25","0.00","0.0","0.0","83","51"
"USC00055116","1951-06-26","0.00","0.0","0.0","93","49"
"USC00055116","1951-06-27","0.00","0.0","0.0","87","46"
"USC00055116","1951-06-28","0.06","0.0","0.0","91","53"
"USC00055116","1951-06-29","0.00","0.0","0.0","85","53"
"USC00055116","1951-06-30","0.08","0.0","0.0","57","48"
"USC00055116","1951-07-01","0.00","0.0","0.0","71","44"
"USC00055116","1951-07-02","0.00","0.0","0.0","81","51"
"USC00055116","1951-07-03","0.00","0.0","0.0","87","58"
"USC00055116","1951-07-04","0.00","0.0","0.0","86","55"
"USC00055116","1951-07-05","0.00","0.0","0.0","94","53"
"USC00055116","1951-07-06","0.00","0.0","0.0","86","52"
"USC00055116","1951-07-07","0.00","0.0","0.0","94","56"
"USC00055116","1951-07-08","0.00","0.0","0.0","100","55"
"USC00055116","1951-07-09","0.00","0.0","0.0","89","50"
"USC00055116","1951-07-10","0.00","0.0","0.0","89","52"
"USC00055116","1951-07-11","0.10","0.0","0.0","64","52"
"USC00055116","1951-07-12","0.09","0.0","0.0","59","53"
"USC00055116","1951-07-13","0.01","0.0","0.0","67","45"
"USC00055116","1951-07-14","0.00","0.0","0.0","85","52"
"USC00055116","1951-07-15","0.00","0.0","0.0","93","51"
"USC00055116","1951-07-16","0.00","0.0","0.0","100","58"
"USC00055116","1951-07-17","0.00","0.0","0.0","95","57"
"USC00055116","1951-07-18","0.00","0.0","0.0","90","56"
"USC00055116","1951-07-19","0.00","0.0","0.0","90","56"
"USC00055116","1951-07-20","0.00","0.0","0.0","94","61"
"USC00055116","1951-07-21","0.00","0.0","0.0","97","60"
"USC00055116","1951-07-22","0.00","0.0","0.0","82","61"
"USC00055116","1951-07-23","0.01","0.0","0.0","75","53"
"USC00055116","1951-07-24","0.00","0.0","0.0","84","53"
"USC00055116","1951-07-25","0.00","0.0","0.0","92","51"
"USC00055116","1951-07-26","0.00","0.0","0.0","97","54"
"USC00055116","1951-07-27","0.14","0.0","0.0","94","61"
"USC00055116","1951-07-28","0.00","0.0","0.0","93","62"
"USC00055116","1951-07-29","0.00","0.0","0.0","95","59"
"USC00055116","1951-07-30","0.00","0.0","0.0","94","61"
"USC00055116","1951-07-31","0.40","0.0","0.0","92","62"
"USC00055116","1951-08-01","0.00","0.0","0.0","87","59"
"USC00055116","1951-08-02","0.00","0.0","0.0","91","65"
"USC00055116","1951-08-03","1.74","0.0","0.0","89","62"
"USC00055116","1951-08-04","0.37","0.0","0.0","79","63"
"USC00055116","1951-08-05","0.03","0.0","0.0","85","58"
"USC00055116","1951-08-06","0.00","0.0","0.0","85","59"
"USC00055116","1951-08-07","0.00","0.0","0.0","85","57"
"USC00055116","1951-08-08","0.00","0.0","0.0","85","53"
"USC00055116","1951-08-09","0.03","0.0","0.0","86","53"
"USC00055116","1951-08-10","0.00","0.0","0.0","81","54"
"USC00055116","1951-08-11","0.00","0.0","0.0","81","52"
"USC00055116","1951-08-12","0.00","0.0","0.0","84","53"
"USC00055116","1951-08-13","0.00","0.0","0.0","95","53"
"USC00055116","1951-08-14","0.00","0.0","0.0","90","55"
"USC00055116","1951-08-15","0.00","0.0","0.0","84","49"
"USC00055116","1951-08-16","0.00","0.0","0.0","86","52"
"USC00055116","1951-08-17","0.00","0.0","0.0","92","53"
"USC00055116","1951-08-18","0.00","0.0","0.0","86","52"
"USC00055116","1951-08-19","0.00","0.0","0.0","85","60"
"USC00055116","1951-08-20","0.08","0.0","0.0","88","51"
"USC00055116","1951-08-21","0.44","0.0","0.0","63","53"
"USC00055116","1951-08-22","0.01","0.0","0.0","59","54"
"USC00055116","1951-08-23","0.00","0.0","0.0","79","54"
"USC00055116","1951-08-24","0.00","0.0","0.0","86","54"
"USC00055116","1951-08-25","0.00","0.0","0.0","78","50"
"USC00055116","1951-08-26","0.02","0.0","0.0","82","49"
"USC00055116","1951-08-27","0.00","0.0","0.0","91","50"
"USC00055116","1951-08-28","0.00","0.0","0.0","89","51"
"USC00055116","1951-08-29","0.00","0.0","0.0","85","55"
"USC00055116","1951-08-30","0.02","0.0","0.0","90","54"
"USC00055116","1951-08-31","0.08","0.0","0.0","85","55"
"USC00055116","1951-09-01","0.00","0.0","0.0","79","49"
"USC00055116","1951-09-02","0.01","0.0","0.0","83","50"
"USC00055116","1951-09-03","0.00","0.0","0.0","82","57"
"USC00055116","1951-09-04","0.00","0.0","0.0","73","55"
"USC00055116","1951-09-05","0.00","0.0","0.0","77","56"
"USC00055116","1951-09-06","0.00","0.0","0.0","76","57"
"USC00055116","1951-09-07","0.00","0.0","0.0","83","51"
"USC00055116","1951-09-08","0.00","0.0","0.0","82","44"
"USC00055116","1951-09-09","0.01","0.0","0.0","90","46"
"USC00055116","1951-09-10","0.00","0.0","0.0","79","39"
"USC00055116","1951-09-11","0.00","0.0","0.0","90","46"
"USC00055116","1951-09-12","0.10","0.0","0.0","93","36"
"USC00055116","1951-09-13","0.00","0.0","0.0","65","35"
"USC00055116","1951-09-14","0.00","0.0","0.0","74","36"
"USC00055116","1951-09-15","0.00","0.0","0.0","76","37"
"USC00055116","1951-09-16","0.00","0.0","0.0","64","32"
"USC00055116","1951-09-17","0.00","0.0","0.0","84","38"
"USC00055116","1951-09-18","0.00","0.0","0.0","82","41"
"USC00055116","1951-09-19","0.00","0.0","0.0","73","43"
"USC00055116","1951-09-20","0.00","0.0","0.0","84","52"
"USC00055116","1951-09-21","0.55","0.0","0.0","87","32"
"USC00055116","1951-09-22","0.00","0.0","0.0","48","31"
"USC00055116","1951-09-23","0.00","0.0","0.0","65","34"
"USC00055116","1951-09-24","0.00","0.0","0.0","71","40"
"USC00055116","1951-09-25","0.00","0.0","0.0","77","37"
"USC00055116","1951-09-26","0.00","0.0","0.0","85","47"
"USC00055116","1951-09-27","0.00","0.0","0.0","86","31"
"USC00055116","1951-09-28","0.00","0.0","0.0","62","34"
"USC00055116","1951-09-29","0.00","0.0","0.0","70","40"
"USC00055116","1951-09-30","0.00","0.0","0.0","78","44"
"USC00055116","1951-10-01","0.00","0.0","0.0","83","44"
"USC00055116","1951-10-02","0.00","0.0","0.0","80","46"
"USC00055116","1951-10-03","0.00","0.0","0.0","75","41"
"USC00055116","1951-10-04","0.00","0.0","0.0","68",
"USC00055116","1951-10-05","0.50","0.0","0.0","67","42"
"USC00055116","1951-10-06","1.35","0.0","0.0","45","33"
"USC00055116","1951-10-07","0.00","0.0","0.0","54","31"
"USC00055116","1951-10-08","0.00","0.0","0.0","65","35"
"USC00055116","1951-10-09","0.00","0.0","0.0","68","34"
"USC00055116","1951-10-10","0.00","0.0","0.0","75","35"
"USC00055116","1951-10-11","0.00","0.0","0.0","77","38"
"USC00055116","1951-10-12","0.00","0.0","0.0","77","38"
"USC00055116","1951-10-13","0.03","0.0","0.0","76","42"
"USC00055116","1951-10-14","0.00","0.0","0.0","64","30"
"USC00055116","1951-10-15","0.00","0.0","0.0","78","36"
"USC00055116","1951-10-16","0.00","0.0","0.0","44","31"
"USC00055116","1951-10-17","0.00","0.0","0.0","69","31"
"USC00055116","1951-10-18","0.00","0.0","0.0","56","29"
"USC00055116","1951-10-19","0.00","0.0","0.0","52","29"
"USC00055116","1951-10-20","0.00","0.0","0.0","64","32"
"USC00055116","1951-10-21","0.08","0.0","0.0","71","24"
"USC00055116","1951-10-22","0.59","0.0","0.0","36","30"
"USC00055116","1951-10-23","0.00","0.0","0.0","44","27"
"USC00055116","1951-10-24","0.00","0.0","0.0","59","28"
"USC00055116","1951-10-25","0.00","0.0","0.0","67","29"
"USC00055116","1951-10-26","0.00","0.0","0.0","65","32"
"USC00055116","1951-10-27","0.03","0.0","0.0","40","32"
"USC00055116","1951-10-28","0.00","0.0","0.0","55","30"
"USC00055116","1951-10-29","0.00","0.0","0.0","62","28"
"USC00055116","1951-10-30","0.00","0.0","0.0","73","28"
"USC00055116","1951-10-31","0.00","0.0","0.0","45","15"
"USC00055116","1951-11-01","0.09","2.0","2.0","40","15"
"USC00055116","1951-11-02","0.04","0.5","3.0","17","-15"
"USC00055116","1951-11-03","0.00","0.0","1.0","47","-5"
"USC00055116","1951-11-04","0.00","0.0","0.0","57","26"
"USC00055116","1951-11-05","0.11","0.5","1.0","61","25"
"USC00055116","1951-11-06","0.07","0.0","0.0","56","14"
"USC00055116","1951-11-07","0.00","0.0","0.0","44","15"
"USC00055116","1951-11-08","0.00","0.0","0.0","52","22"
"USC00055116","1951-11-09","0.00","0.0","0.0","64","29"
"USC00055116","1951-11-10","0.00","0.0","0.0","62","24"
"USC00055116","1951-11-11","0.00","0.0","0.0","60","25"
"USC00055116","1951-11-12","0.00","0.0","0.0","66","29"
"USC00055116","1951-11-13","0.00","0.0","0.0","62","33"
"USC00055116","1951-11-14","0.00","0.0","0.0","47","18"
"USC00055116","1951-11-15","0.07","1.0","1.0","50","20"
"USC00055116","1951-11-16","0.00","0.0","0.0","35","12"
"USC00055116","1951-11-17","0.00","0.0","0.0","33","8"
"USC00055116","1951-11-18","0.00","0.0","0.0","38","11"
"USC00055116","1951-11-19","0.00","0.0","0.0","57","15"
"USC00055116","1951-11-20","0.00","0.0","0.0","59","18"
"USC00055116","1951-11-21","0.00","0.0","0.0","65","32"
"USC00055116","1951-11-22","0.00","0.0","0.0","62","24"
"USC00055116","1951-11-23","0.00","0.0","0.0","53","22"
"USC00055116","1951-11-24","0.00","0.0","0.0","40","20"
"USC00055116","1951-11-25","0.01","0.0","0.0","41","22"
"USC00055116","1951-11-26","0.00","0.0","0.0","52","16"
"USC00055116","1951-11-27","0.00","0.0","0.0","55","20"
"USC00055116","1951-11-28","0.00","0.0","0.0","50","19"
"USC00055116","1951-11-29","0.00","0.0","0.0","62","23"
"USC00055116","1951-11-30","0.00","0.0","0.0","64","27"
"USC00055116","1951-12-01","0.00","0.0","0.0","67","27"
"USC00055116","1951-12-02","0.00","0.0","0.0","66","27"
"USC00055116","1951-12-03","0.00","0.0","0.0","65","30"
"USC00055116","1951-12-04","0.00","0.0","0.0","54","22"
"USC00055116","1951-12-05","0.00","0.0","0.0","52","24"
"USC00055116","1951-12-06","0.00","0.0","0.0","43","26"
"USC00055116","1951-12-07","0.00","0.0","0.0","40","11"
"USC00055116","1951-12-08","0.00","0.0","0.0","34","13"
"USC00055116","1951-12-09","0.00","0.0","0.0","29","12"
"USC00055116","1951-12-10","0.00","0.0","0.0","37","11"
"USC00055116","1951-12-11","0.00","0.0","0.0","44","21"
"USC00055116","1951-12-12","0.00","0.0","0.0","58","21"
"USC00055116","1951-12-13","0.00","0.0","0.0","54","21"
"USC00055116","1951-12-14","0.29","5.0","5.0","30","6"
"USC00055116","1951-12-15","0.00","0.0","3.0","12","-10"
"USC00055116","1951-12-16","0.00","0.0","2.0","37","-2"
"USC00055116","1951-12-17","0.00","0.0","1.0","38","6"
"USC00055116","1951-12-18","0.00","0.0","1.0","39","9"
"USC00055116","1951-12-19","0.00","0.0","1.0","42","9"
"USC00055116","1951-12-20","0.08","2.5","3.0","44","-11"
"USC00055116","1951-12-21","0.00","0.0","1.0","25","-10"
"USC00055116","1951-12-22","0.00","0.0","0.0","39","19"
"USC00055116","1951-12-23","0.00","0.0","0.0","48","18"
"USC00055116","1951-12-24","0.00","0.0","0.0","33","19"
"USC00055116","1951-12-25","0.00","0.0","0.0","50","14"
"USC00055116","1951-12-26","0.00","0.0","0.0","36","15"
"USC00055116","1951-12-27","0.00","0.0","0.0","28","14"
"USC00055116","1951-12-28","0.00","0.0","0.0","50","11"
"USC00055116","1951-12-29","0.36","1.5","1.0","56","34"
"USC00055116","1951-12-30","0.22","2.5","3.0","43","31"
"USC00055116","1951-12-31","0.00","0.0","2.0","37","25"
"USC00055116","1952-01-01","0.00","0.0","2.0","32","8"
"USC00055116","1952-01-02","0.00","0.0","2.0","17","-10"
"USC00055116","1952-01-03","0.00","0.0","2.0","25","-11"
"USC00055116","1952-01-04","0.00","0.0","2.0","28","-8"
"USC00055116","1952-01-05","0.00","0.0","2.0","35","-3"
"USC00055116","1952-01-06","0.00","0.0","2.0","37","-4"
"USC00055116","1952-01-07","0.00","0.0","1.0","28","12"
"USC00055116","1952-01-08","0.00","0.0","1.0","45","15"
"USC00055116","1952-01-09","0.00","0.0","1.0","42","6"
"USC00055116","1952-01-10","0.00","0.0","1.0","32","1"
"USC00055116","1952-01-11","0.00","0.0","0.0","36","5"
"USC00055116","1952-01-12","0.00","0.0","0.0","55","16"
"USC00055116","1952-01-13","0.00","0.0","0.0","57","22"
"USC00055116","1952-01-14","0.00","0.0","0.0","54","32"
"USC00055116","1952-01-15","0.00","0.0","0.0","47","20"
"USC00055116","1952-01-16","0.00","0.0","0.0","50","22"
"USC00055116","1952-01-17","0.00","0.0","0.0","58","25"
"USC00055116","1952-01-18","0.00","0.0","0.0","50","25"
"USC00055116","1952-01-19","0.00","0.0","0.0","42","24"
"USC00055116","1952-01-20","0.00","0.0","0.0","48","19"
"USC00055116","1952-01-21","0.00","0.0","0.0","38","19"
"USC00055116","1952-01-22","0.00","0.0","0.0","34","4"
"USC00055116","1952-01-23","0.00","0.0","0.0","23","4"
"USC00055116","1952-01-24","0.00","0.0","0.0","50","6"
"USC00055116","1952-01-25","0.00","0.0","0.0","57","19"
"USC00055116","1952-01-26","0.00","0.0","0.0","49","26"
"USC00055116","1952-01-27","0.00","0.0","0.0","54","18"
"USC00055116","1952-01-28","0.00","0.0","0.0","48","22"
"USC00055116","1952-01-29","0.00","0.0","0.0","57","22"
"USC00055116","1952-01-30","0.00","0.0","0.0","57","20"
"USC00055116","1952-01-31","0.00","0.0","0.0","58","20"
"USC00055116","1952-02-01","0.00","0.0","0.0","52","21"
"USC00055116","1952-02-02","0.00","0.0","0.0","53","21"
"USC00055116","1952-02-03","0.00","0.0","0.0","59","26"
"USC00055116","1952-02-04","0.00","0.0","0.0","46","21"
"USC00055116","1952-02-05","0.00","0.0","0.0","56","23"
"USC00055116","1952-02-06","0.00","0.0","0.0","44","16"
"USC00055116","1952-02-07","0.00","0.0","0.0","57","21"
"USC00055116","1952-02-08","0.00","0.0","0.0","57","22"
"USC00055116","1952-02-09","0.00","0.0","0.0","59","17"
"USC00055116","1952-02-10","0.00","0.0","0.0","64","19"
"USC00055116","1952-02-11","0.00","0.0","0.0","65","17"
"USC00055116","1952-02-12","0.00","0.0","0.0","58","24"
"USC00055116","1952-02-13","0.00","0.0","0.0","52","24"
"USC00055116","1952-02-14","0.00","0.0","0.0","42","24"
"USC00055116","1952-02-15","0.00","0.0","0.0","35","23"
"USC00055116","1952-02-16","0.00","0.0","0.0","42","13"
"USC00055116","1952-02-17","0.00","0.0","0.0","51","15"
"USC00055116","1952-02-18","0.00","0.0","0.0","60","11"
"USC00055116","1952-02-19","0.00","0.0","0.0","31","11"
"USC00055116","1952-02-20","0.00","0.0","0.0","37","19"
"USC00055116","1952-02-21","0.00","0.0","0.0","42","13"
"USC00055116","1952-02-22","0.00","0.0","0.0","44","15"
"USC00055116","1952-02-23","0.00","0.0","0.0","39","11"
